"AnimalName","AnimalGender","AnimalBirthYear","BreedName","ZipCode","LicenseIssuedDate","LicenseExpiredDate","Extract.Year","Borough","BoroughPop","lon","lat"
"VESTA","F",2001,"Basenji",11224,"02/22/2015","03/20/2016",2016,"Brooklyn",2640329,-73.9859414,40.5749261
"KAISER","M",2014,"Labrador Retriever",10011,"07/23/2015","07/23/2016",2016,"Manhattan",1663447,-74.0094471,40.7464969
"LILY","F",2010,"German Shepherd Crossbreed",10025,"10/09/2015","07/12/2020",2016,"Manhattan",1663447,-73.9683102,40.7999209
"FRANKLIN","M",2008,"Dachshund Smooth Coat Miniature",11201,"12/31/2015","12/31/2018",2016,"Brooklyn",2640329,-73.9859414,40.6986772
"EMERALD","F",2011,"American Pit Bull Terrier/Pit Bull",11225,"09/08/2015","09/08/2016",2016,"Brooklyn",2640329,-73.9565551,40.6648278
"LULU","F",2013,"Dachshund Smooth Coat",10312,"03/31/2015","04/02/2017",2016,"Staten Island",475948,-74.1827119,40.555548
"COCO","F",2000,"Jack Russell Terrier",11224,"12/27/2015","10/04/2016",2016,"Brooklyn",2640329,-73.9859414,40.5749261
"SNOOP","M",2006,"Shih Tzu",11378,"10/22/2015","10/30/2016",2016,"Queens",2339150,-73.9095279,40.7224092
"KORRA","F",2015,"Doberman Pinscher",11364,"09/18/2015","09/18/2016",2016,"Queens",2339150,-73.7536695,40.7469886
"SANDY","F",2012,"Shih Tzu",10026,"12/26/2015","12/26/2016",2016,"Manhattan",1663447,-73.9525825,40.8032131
"ARRIA","F",2012,"Australian Shepherd",10010,"11/21/2015","11/21/2017",2016,"Manhattan",1663447,-73.9815337,40.7388319
"BOWIE","F",2009,"Welsh Corgi, Pembroke",11218,"04/22/2015","06/01/2017",2016,"Brooklyn",2640329,-73.9800645,40.6483744
"TANKER","M",2005,"Mastiff, Bull",11420,"07/29/2015","07/23/2016",2016,"Queens",2339150,-73.8124984,40.6764003
"ABBY","F",2014,"Shih Tzu",10031,"03/25/2015","03/25/2016",2016,"Manhattan",1663447,-73.9506774,40.8270209
"ZOEY","F",2006,"Pekingese",10030,"12/31/2015","11/29/2016",2016,"Manhattan",1663447,-73.9433299,40.8173411
"JACOB","M",2012,"German Shepherd Dog",11238,"12/05/2015","08/05/2017",2016,"Brooklyn",2640329,-73.9624327,40.6805029
"LEXI","F",2004,"Cocker Spaniel",11354,"05/02/2015","05/02/2016",2016,"Queens",2339150,-73.8272029,40.7699016
"STORMY","M",2014,"Australian Shepherd",11218,"11/08/2015","11/10/2016",2016,"Brooklyn",2640329,-73.9800645,40.6483744
"WHISKY","M",2006,"Jack Russell Terrier",10033,"06/12/2015","05/16/2020",2016,"Manhattan",1663447,-73.9447994,40.8557765
"MAX","M",2015,"Shih Tzu",11220,"06/24/2015","06/24/2016",2016,"Brooklyn",2640329,-74.0153231,40.6385229
"NACHO","M",2009,"Shiba Inu",10028,"03/30/2015","06/02/2017",2016,"Manhattan",1663447,-73.9521468,40.7766412
"LUCY","F",2014,"Havanese",10128,"04/02/2015","04/02/2016",2016,"Manhattan",1663447,-73.9506774,40.7826039
"IVANA","F",2011,"Puggle",11355,"07/27/2015","08/31/2016",2016,"Queens",2339150,-73.8213213,40.7493096
"UNKNOWN","M",2015,"Poodle",10024,"07/13/2015","07/13/2016",2016,"Manhattan",1663447,-73.9741874,40.7859464
"BRUNO","M",2010,"Poodle, Miniature",10024,"02/23/2015","02/22/2020",2016,"Manhattan",1663447,-73.9741874,40.7859464
"UNKNOWN","M",2014,"Dachshund",10034,"01/02/2015","01/02/2016",2016,"Manhattan",1663447,-73.9212858,40.8721452
"RUSTY","M",2007,"Poodle, Miniature",11231,"07/20/2015","07/26/2016",2016,"Brooklyn",2640329,-74.0094471,40.6772802
"BEBE","M",2002,"Maltese",11364,"06/20/2015","07/30/2016",2016,"Queens",2339150,-73.7536695,40.7469886
"TINKERBELL","F",2015,"Brussels Griffon",10302,"06/08/2015","06/08/2016",2016,"Staten Island",475948,-74.1386767,40.6311567
"GHOST","M",2014,"Weimaraner",11364,"09/20/2015","10/11/2018",2016,"Queens",2339150,-73.7536695,40.7469886
"DUDEK","M",2011,"Schnauzer, Miniature",10467,"08/11/2015","06/28/2017",2016,"Bronx",1446541,-73.8713099,40.8723987
"JENNY","F",2004,"Schnauzer, Miniature",10306,"02/27/2015","03/12/2016",2016,"Staten Island",475948,-74.1298684,40.5729336
"DINO","M",2010,"Shih Tzu",10471,"03/26/2015","03/26/2016",2016,"Bronx",1446541,-73.9065883,40.8971509
"BELLE","F",2003,"Chihuahua",11355,"04/08/2015","04/29/2016",2016,"Queens",2339150,-73.8213213,40.7493096
"MAXINE","F",2009,"Pug",10036,"10/19/2015","09/28/2016",2016,"Manhattan",1663447,-73.9932872,40.7602619
"CHRISTY","F",2001,"Lhasa Apso",11369,"07/28/2015","07/30/2016",2016,"Queens",2339150,-73.8683697,40.7659246
"ROCKY","M",2012,"Puggle",10452,"04/11/2015","04/11/2016",2016,"Bronx",1446541,-73.9212858,40.8376318
"LOLA","F",2014,"Shih Tzu",10460,"03/08/2015","03/08/2016",2016,"Bronx",1446541,-73.8801301,40.841618
"SASSY","F",2015,"Yorkshire Terrier",11365,"04/28/2015","04/28/2016",2016,"Queens",2339150,-73.7889689,40.7421943
"HAYDEN","F",2013,"Golden Retriever",11375,"04/30/2015","04/30/2020",2016,"Queens",2339150,-73.8457658,40.7245678
"ZOPA","M",2007,"Shih Tzu",10023,"08/26/2015","07/14/2020",2016,"Manhattan",1663447,-73.9800645,40.7769059
"CARY","M",2005,"Collie, Border",10128,"04/16/2015","04/20/2016",2016,"Manhattan",1663447,-73.9506774,40.7826039
"UNKNWON","F",2007,"Welsh Corgi, Pembroke",11215,"08/04/2015","08/04/2016",2016,"Brooklyn",2640329,-73.9800645,40.6681669
"NALA","F",2003,"German Shepherd Dog",10001,"06/05/2015","06/05/2017",2016,"Manhattan",1663447,-73.9991637,40.7536854
"MAPLE","F",2014,"English Cocker Spaniel",10282,"08/17/2015","08/17/2016",2016,"Manhattan",1663447,-74.0152027,40.7167028
"SARABI","F",2015,"Poodle",11220,"11/28/2015","11/28/2016",2016,"Brooklyn",2640329,-74.0153231,40.6385229
"MR.","M",2010,"American Pit Bull Terrier/Pit Bull",10466,"04/30/2015","03/23/2016",2016,"Bronx",1446541,-73.8477874,40.8887394
"PRINCESA","F",2015,"Poodle",11208,"07/24/2015","07/24/2016",2016,"Brooklyn",2640329,-73.8713099,40.6749343
"PIMP","M",2011,"West High White Terrier",11378,"02/15/2015","03/18/2020",2016,"Queens",2339150,-73.9095279,40.7224092
"SAM","M",2003,"Weimaraner",11385,"12/13/2015","12/13/2016",2016,"Queens",2339150,-73.8948295,40.6980708
"NALA","F",2011,"Pomeranian",11249,"03/23/2015","03/23/2016",2016,"Brooklyn",2640329,-73.9660683,40.7119031
"LIZZIE","F",2005,"Border Collie",10282,"08/31/2015","08/31/2016",2016,"Manhattan",1663447,-74.0152027,40.7167028
"RUBY","F",2011,"Shih Tzu",11213,"05/30/2015","05/30/2016",2016,"Brooklyn",2640329,-73.9389213,40.6722134
"BASIL","F",2010,"French Bulldog",11201,"05/30/2015","05/30/2018",2016,"Brooklyn",2640329,-73.9859414,40.6986772
"BELLA","F",2008,"Poodle, Toy",11209,"12/01/2015","12/29/2016",2016,"Brooklyn",2640329,-74.0329499,40.6212119
"STONEY","M",2000,"Yorkshire Terrier",11694,"07/27/2015","06/29/2016",2016,"Queens",2339150,-73.8624893,40.5722132
"CAPELLA","F",1999,"Tibetan Spaniel",11238,"10/25/2015","10/30/2016",2016,"Brooklyn",2640329,-73.9624327,40.6805029
"BUBBA","M",2014,"Bull Dog, English",11356,"06/03/2015","06/03/2016",2016,"Queens",2339150,-73.8477874,40.7901266
"GIGI","F",2004,"Poodle, Toy",10466,"12/21/2015","12/30/2016",2016,"Bronx",1446541,-73.8477874,40.8887394
"PEACHES","F",2005,"Chihuahua",11231,"03/21/2015","03/28/2016",2016,"Brooklyn",2640329,-74.0094471,40.6772802
"DALI","M",2007,"Cocker Spaniel",10011,"08/30/2015","06/27/2016",2016,"Manhattan",1663447,-74.0094471,40.7464969
"LEUHA","F",2013,"Pug",10029,"08/17/2015","08/17/2016",2016,"Manhattan",1663447,-73.9447994,40.7916407
"SNOWBALL","M",2012,"Bichon Frise",11358,"01/02/2015","01/02/2016",2016,"Queens",2339150,-73.7977928,40.760743
"CHAMP","M",2015,"Poodle Crossbreed",11423,"11/05/2015","11/05/2016",2016,"Queens",2339150,-73.7683784,40.7170073
"BAILEY","F",2011,"Labrador Retriever Crossbreed",11221,"06/06/2015","06/06/2016",2016,"Brooklyn",2640329,-73.9271644,40.6903213
"MAX","M",2012,"Pomeranian",10473,"03/26/2015","04/10/2016",2016,"Bronx",1446541,-73.859549,40.811547
"BETHANY","F",2013,"Cavalier King Charles Spaniel",11361,"08/27/2015","09/10/2016",2016,"Queens",2339150,-73.7742616,40.7622954
"CLEOPATRA","F",2005,"Golden Retriever",10011,"12/22/2015","01/30/2017",2016,"Manhattan",1663447,-74.0094471,40.7464969
"SANDY","F",2011,"Labrador Retriever",10024,"07/04/2015","02/08/2016",2016,"Manhattan",1663447,-73.9741874,40.7859464
"JASSY","F",2008,"Labrador Retriever Crossbreed",10314,"05/29/2015","08/20/2016",2016,"Staten Island",475948,-74.1827119,40.5952146
"MILES","M",2005,"Soft Coated Wheaten Terrier",10003,"09/09/2015","09/09/2016",2016,"Manhattan",1663447,-73.9874105,40.7322535
"DIEGO","M",2013,"Chihuahua",11221,"11/18/2015","10/20/2019",2016,"Brooklyn",2640329,-73.9271644,40.6903213
"COCO","M",2012,"Toy Fox Terrier",10002,"05/03/2015","05/03/2016",2016,"Manhattan",1663447,-73.9859414,40.7135097
"ROCKO","M",2006,"Yorkshire Terrier",11377,"04/22/2015","04/29/2016",2016,"Queens",2339150,-73.9036487,40.7413334
"ROX","M",2008,"Staffordshire Bull Terrier",10305,"07/30/2015","07/30/2016",2016,"Staten Island",475948,-74.0711359,40.5944059
"BANJO","M",2011,"Bichon Frise",10016,"01/20/2015","01/20/2017",2016,"Manhattan",1663447,-73.9800645,40.74727
"ARIEL","F",2004,"Shih Tzu",11358,"11/27/2015","09/30/2016",2016,"Queens",2339150,-73.7977928,40.760743
"MUDDY","M",2013,"German Shepherd Crossbreed",11102,"04/16/2015","04/16/2016",2016,"Queens",2339150,-73.9286341,40.7732937
"CHOMPERS","M",2009,"Shih Tzu",10462,"04/10/2015","03/29/2018",2016,"Bronx",1446541,-73.8566087,40.8382522
"YOGI","M",2010,"Boston Terrier",10012,"07/25/2015","06/23/2018",2016,"Manhattan",1663447,-73.9976946,40.7250632
"UNKNOWN","M",2015,"Chihuahua",11235,"12/19/2015","12/19/2016",2016,"Brooklyn",2640329,-73.9418603,40.5860069
"SAMANTHA","F",2008,"Kai Ken",11249,"07/06/2015","07/06/2016",2016,"Brooklyn",2640329,-73.9660683,40.7119031
"SALTY","F",2004,"Chihuahua",11375,"09/20/2015","09/20/2020",2016,"Queens",2339150,-73.8457658,40.7245678
"SCOUT","F",2001,"Labrador Retriever",10314,"10/21/2015","10/31/2016",2016,"Staten Island",475948,-74.1827119,40.5952146
"TEDDY","M",2013,"Lhasa Apso",11360,"01/17/2015","01/17/2016",2016,"Queens",2339150,-73.7801447,40.7779482
"MOCO","M",2014,"Boston Terrier",10040,"06/11/2015","06/11/2016",2016,"Manhattan",1663447,-73.9330429,40.8639624
"JOANIE","F",2010,"Chihuahua",10036,"06/06/2015","06/06/2016",2016,"Manhattan",1663447,-73.9932872,40.7602619
"NENA","F",2013,"Chihuahua",11221,"05/21/2015","04/28/2017",2016,"Brooklyn",2640329,-73.9271644,40.6903213
"ZOEY","F",2013,"Labrador Retriever Crossbreed",10013,"04/16/2015","04/16/2020",2016,"Manhattan",1663447,-74.0094471,40.7217861
"NAME NOT PROVIDED","M",2015,"Yorkshire Terrier",10009,"12/19/2015","12/19/2016",2016,"Manhattan",1663447,-73.9800645,40.7275043
"LAYLA","F",2007,"Border Collie",11201,"12/24/2015","12/24/2017",2016,"Brooklyn",2640329,-73.9859414,40.6986772
"TALI","F",2007,"Bulldog",10010,"08/11/2015","08/11/2017",2016,"Manhattan",1663447,-73.9815337,40.7388319
"JACKSON","M",2002,"Poodle, Standard",10003,"04/24/2015","04/29/2016",2016,"Manhattan",1663447,-73.9874105,40.7322535
"TRIXIE","F",2013,"Chihuahua",10002,"06/02/2015","06/02/2016",2016,"Manhattan",1663447,-73.9859414,40.7135097
"NAME NOT PROVIDED","M",2015,"Shih Tzu",11367,"07/26/2015","07/26/2016",2016,"Queens",2339150,-73.8213213,40.7295546
"CASSIE","F",2003,"Yorkshire Terrier",11358,"04/17/2015","04/29/2016",2016,"Queens",2339150,-73.7977928,40.760743
"RUBY","F",2011,"Puggle",10128,"10/04/2015","06/22/2016",2016,"Manhattan",1663447,-73.9506774,40.7826039
"BRITNEY","F",2002,"Labrador Retriever",10301,"02/17/2015","02/28/2016",2016,"Staten Island",475948,-74.0946311,40.6274394
"Unknown","F",2015,"Maltese",11209,"10/17/2015","10/17/2016",2016,"Brooklyn",2640329,-74.0329499,40.6212119
"COCO","F",2006,"Chihuahua",11231,"03/21/2015","03/28/2016",2016,"Brooklyn",2640329,-74.0094471,40.6772802
